client,property,unit,freq,total,pct
desktop,left,em,8798988,197475973,0.04455725861900171
desktop,top,<number>,86910740,193216596,0.4498099117738313
desktop,top,px,61246405,193216596,0.31698314879742523
desktop,top,%,36367761,193216596,0.18822276011942576
desktop,top,em,7151971,193216596,0.03701530379926577
mobile,margin-bottom,px,121333311,185186564,0.6551950010801
mobile,margin-bottom,<number>,34213497,185186564,0.18475150821417044
mobile,margin-bottom,em,18612458,185186564,0.10050652486861844
mobile,margin-bottom,rem,7580120,185186564,0.04093234323414521
mobile,margin-bottom,%,2959324,185186564,0.015980230617594914
desktop,line-height,px,88333366,181395084,0.4869667030226685
desktop,line-height,<number>,61557099,181395084,0.33935373353337406
desktop,line-height,em,22429844,181395084,0.12365188463431567
desktop,line-height,%,4389070,181395084,0.02419619045464319
desktop,line-height,rem,2169517,181395084,0.011960175282368733
desktop,border-radius,px,115933381,178617290,0.6490602393530884
desktop,border-radius,<number>,34916022,178617290,0.19547951936791785
desktop,border-radius,%,19295829,178617290,0.10802889798630357
desktop,border-radius,em,5651721,178617290,0.03164151130050176
desktop,border-radius,rem,2723648,178617290,0.01524851261599591
desktop,border,px,118998431,169287482,0.7029369779391013
desktop,border,<number>,47355295,169287482,0.27973299880495595
desktop,border,em,2502519,169287482,0.014782658294840725
mobile,margin-left,px,68055063,150380359,0.45255286962042696
mobile,margin-left,<number>,30928433,150380359,0.20566803541145956
mobile,margin-left,%,29099479,150380359,0.19350584872589643
mobile,margin-left,em,18815794,150380359,0.12512135311500353
mobile,margin-left,rem,2848641,150380359,0.018942905968192297
mobile,right,<number>,73774504,148203861,0.49779070195748815
mobile,right,px,54138739,148203861,0.36529911322620673
mobile,right,%,14798157,148203861,0.09985000998050922
mobile,right,em,4278045,148203861,0.028865948370940215
mobile,margin-top,px,97871732,142119046,0.688660209554179
mobile,margin-top,<number>,24107054,142119046,0.16962577978464619
mobile,margin-top,em,11571122,142119046,0.08141851726192983
mobile,margin-top,rem,6307123,142119046,0.0443791537975846
mobile,margin-top,%,1778407,142119046,0.012513502236709356
desktop,margin-bottom,px,88217495,132990919,0.6633347273884167
desktop,margin-bottom,<number>,24022517,132990919,0.18063276185045388
desktop,margin-bottom,em,12754623,132990919,0.09590596933915466
desktop,margin-bottom,rem,5589442,132990919,0.04202874934641214
desktop,margin-bottom,%,2063137,132990919,0.015513367495415232
mobile,margin-right,px,69906722,128090808,0.5457590836650823
mobile,margin-right,<number>,28462061,128090808,0.22220221298002898
mobile,margin-right,em,14780818,128090808,0.11539327630753957
mobile,margin-right,%,11726448,128090808,0.09154792746720748
mobile,margin-right,rem,2773898,128090808,0.02165571474886785
mobile,max-width,%,67091860,123974295,0.5411755719199693
mobile,max-width,px,51721323,123974295,0.41719392717659737
mobile,max-width,em,1511481,123974295,0.012191890262412866
mobile,max-width,vw,1452375,123974295,0.011715130140485978
mobile,background-position,<number>,82436416,117681607,0.7005038263965923
mobile,background-position,px,19998664,117681607,0.1699387398746178
mobile,background-position,%,14695024,117681607,0.1248710344344635
desktop,margin-left,px,49857860,107350634,0.4644393623236543
desktop,margin-left,<number>,21255976,107350634,0.1980051277573265
desktop,margin-left,%,20395761,107350634,0.1899919938991697
desktop,margin-left,em,13265716,107350634,0.12357370893589692
desktop,margin-left,rem,2114491,107350634,0.019697051812474622
desktop,right,<number>,51639647,105334520,0.4902442902858436
desktop,right,px,39214518,105334520,0.37228553374525275
desktop,right,%,10464106,105334520,0.09934165931548367
desktop,right,em,3121127,105334520,0.029630618718346085
mobile,padding-left,px,69054494,105208732,0.6563570597923374
mobile,padding-left,<number>,20586533,105208732,0.1956732355637553
mobile,padding-left,em,8982706,105208732,0.08537985231111805
mobile,padding-left,%,2779759,105208732,0.02642137156448193
mobile,padding-left,rem,2764916,105208732,0.02628029011888481
desktop,margin-top,px,72828036,104344209,0.6979595388949664
desktop,margin-top,<number>,17495276,104344209,0.16766887369858732
desktop,margin-top,em,7820657,104344209,0.07495056098417498
desktop,margin-top,rem,4616034,104344209,0.044238525973204705
desktop,margin-top,%,1239852,104344209,0.011882326886008595
mobile,bottom,<number>,58857391,95055086,0.6191924438425105
mobile,bottom,px,27844982,95055086,0.2929352144292416
mobile,bottom,%,5314980,95055086,0.055914735588162005
mobile,bottom,em,2321735,95055086,0.024425152800345684
desktop,margin-right,px,51805715,92445445,0.5603922940713845
desktop,margin-right,<number>,19706434,92445445,0.21316825290851268
desktop,margin-right,em,10167836,92445445,0.10998742014817496
desktop,margin-right,%,8368764,92445445,0.09052651539510681
desktop,margin-right,rem,2105043,92445445,0.022770651382553245
desktop,background-position,<number>,63992467,89248043,0.7170181535521176
desktop,background-position,px,14171942,89248043,0.15879274798216023
desktop,background-position,%,10733408,89248043,0.12026491157906959
mobile,padding-top,px,65175877,88462042,0.7367665896746991
mobile,padding-top,<number>,10397668,88462042,0.11753818660437433
mobile,padding-top,%,6328783,88462042,0.07154235711628723
mobile,padding-top,em,3543927,88462042,0.04006155544092007
mobile,padding-top,rem,2630391,88462042,0.029734685527607423
desktop,max-width,%,46279690,86756040,0.5334463168212842
desktop,max-width,px,36767909,86756040,0.4238080599345014
desktop,max-width,em,1082679,86756040,0.0124795806724235
desktop,max-width,vw,1006827,86756040,0.011605266907064914
desktop,max-width,rem,962913,86756040,0.011099088893407306
mobile,padding-right,px,56316366,79796812,0.7057470666873258
mobile,padding-right,<number>,13097256,79796812,0.16413257211328192
mobile,padding-right,em,5367684,79796812,0.06726689783045468
mobile,padding-right,rem,2512175,79796812,0.03148214743215556
mobile,padding-right,%,2261792,79796812,0.028344390500211963
mobile,padding-bottom,px,55920294,77521563,0.7213514773947476
mobile,padding-bottom,<number>,10000532,77521563,0.12900322972074235
mobile,padding-bottom,%,4810077,77521563,0.06204824585386649
mobile,padding-bottom,em,3748687,77521563,0.04835670044475238
mobile,padding-bottom,rem,2708355,77521563,0.03493679558550696
desktop,padding-left,px,50558913,76612028,0.6599344035116783
desktop,padding-left,<number>,14683952,76612028,0.1916664051759601
desktop,padding-left,em,6528207,76612028,0.08521125429547434
desktop,padding-left,%,2027381,76612028,0.02646295957600809
desktop,padding-left,rem,2013650,76612028,0.026283731844299957
desktop,bottom,<number>,41066211,67538377,0.6080426096114214
desktop,bottom,px,20456408,67538377,0.3028856911974654
desktop,bottom,%,3792385,67538377,0.05615155661795071
desktop,bottom,em,1713267,67538377,0.02536731079575691
mobile,border-width,px,43998104,64660316,0.6804498759331767
mobile,border-width,<number>,20054780,64660316,0.3101559231476691
desktop,padding-top,px,47613148,64166880,0.7420206187366442
desktop,padding-top,<number>,7530050,64166880,0.11735103841732682
desktop,padding-top,%,4266820,64166880,0.06649567502736614
desktop,padding-top,em,2434004,64166880,0.037932403757203095
desktop,padding-top,rem,2034685,64166880,0.0317092712003451
mobile,text-shadow,px,37154875,61136128,0.6077400747394405
mobile,text-shadow,<number>,22260600,61136128,0.3641153067462827
mobile,text-shadow,em,1656326,61136128,0.02709242561125232
mobile,border-bottom,px,52611851,60159896,0.8745336095660804
mobile,border-bottom,<number>,6868265,60159896,0.1141668363256479
desktop,padding-right,px,41342539,58159735,0.7108446934980016
desktop,padding-right,<number>,9408019,58159735,0.16176172398309588
desktop,padding-right,em,3783956,58159735,0.06506143812381539
desktop,padding-right,rem,1874433,58159735,0.03222904987445352
desktop,padding-right,%,1569678,58159735,0.026989084458517564
desktop,padding-bottom,px,40624623,56445876,0.7197093194195445
desktop,padding-bottom,<number>,7267227,56445876,0.1287468193424795
desktop,padding-bottom,%,3574936,56445876,0.06333387402828153
desktop,padding-bottom,em,2689115,56445876,0.047640592910631774
desktop,padding-bottom,rem,2046422,56445876,0.036254588377723114
mobile,min-height,px,32370014,49074269,0.6596127595909783
mobile,min-height,%,6531417,49074269,0.13309249700693454
mobile,min-height,<number>,5289957,49074269,0.10779492201911352
mobile,min-height,vh,1901970,49074269,0.038756970582689676
mobile,min-height,rem,1604924,49074269,0.03270398179542929
mobile,min-height,em,1188755,49074269,0.024223590574522873
desktop,border-width,px,30668425,45181672,0.6787802142426248
desktop,border-width,<number>,14044935,45181672,0.31085469789608494
desktop,border-bottom,px,38466355,43938012,0.8754687171554325
desktop,border-bottom,<number>,4987060,43938012,0.11350217665742364
desktop,text-shadow,px,26543055,43707164,0.607293005787335
desktop,text-shadow,<number>,15903964,43707164,0.3638754507155852
desktop,text-shadow,em,1198853,43707164,0.02742921046078396
mobile,min-width,px,27309032,41237845,0.6622322771716126
mobile,min-width,%,6085018,41237845,0.1475590686176739
mobile,min-width,<number>,5402150,41237845,0.13099981339956052
mobile,min-width,em,1811679,41237845,0.04393243633366389
mobile,min-width,rem,453192,41237845,0.01098971102878921
mobile,background-size,px,32364128,41129173,0.7868898312154247
mobile,background-size,%,7657113,41129173,0.18617230645507996
mobile,border-top,px,34310129,40242313,0.8525883937138504
mobile,border-top,<number>,5317806,40242313,0.13214464089079572
mobile,border-top,em,454882,40242313,0.011303574921252663
desktop,min-height,px,23580427,35236692,0.6692009283958892
desktop,min-height,%,4532269,35236692,0.1286235665935951
desktop,min-height,<number>,3750577,35236692,0.10643953183800568
desktop,min-height,vh,1288404,35236692,0.036564272264831214
desktop,min-height,rem,1125780,35236692,0.03194908307510819
desktop,min-height,em,826371,35236692,0.023452002815701315
mobile,outline,<number>,27061402,34163387,0.7921170696570571
mobile,outline,px,7001536,34163387,0.2049426773756361
mobile,max-height,px,18861272,31601118,0.5968545796386064
mobile,max-height,%,7097937,31601118,0.22461031283766605
mobile,max-height,vh,2306966,31601118,0.07300267034856171
mobile,max-height,<number>,1530041,31601118,0.0484173059953132
mobile,max-height,em,1049113,31601118,0.03319860392281058
mobile,max-height,rem,440083,31601118,0.013926184510307514
desktop,min-width,px,21067222,30623497,0.6879430523561695
desktop,min-width,%,4255937,30623497,0.1389761920397269
desktop,min-width,<number>,3636861,30623497,0.11876047337115027
desktop,min-width,em,1191645,30623497,0.03891276688615934
desktop,min-width,rem,348209,30623497,0.011370647839467844
desktop,background-size,px,23710281,29926615,0.7922807507631585
desktop,background-size,%,5450027,29926615,0.1821130455282029
desktop,background-size,pc,308840,29926615,0.01031991088868554
desktop,border-top,px,24818069,29066192,0.8538465926324301
desktop,border-top,<number>,3811662,29066192,0.13113730205869417
desktop,border-top,em,316409,29066192,0.01088580850219389
mobile,letter-spacing,px,16898078,28870995,0.5852960038266779
mobile,letter-spacing,em,6699149,28870995,0.23203734405412768
mobile,letter-spacing,<number>,3708305,28870995,0.1284439625305605
mobile,letter-spacing,ch,754366,28870995,0.02612885354314945
mobile,letter-spacing,rem,705080,28870995,0.02442174230572933
desktop,outline,<number>,19919555,24827768,0.8023095350335157
desktop,outline,px,4838866,24827768,0.19489734236279313
mobile,border-left,px,19267808,23196229,0.8306439809677685
mobile,border-left,<number>,2880458,23196229,0.12417785666799548
mobile,border-left,em,944967,23196229,0.040737957880998675
desktop,max-height,px,13634248,22572159,0.6040294151746849
desktop,max-height,%,5105804,22572159,0.22619918635164674
desktop,max-height,vh,1642479,22572159,0.07276570220863675
desktop,max-height,<number>,966190,22572159,0.04280450088979083
desktop,max-height,em,615701,22572159,0.027277009700312674
desktop,max-height,rem,355007,22572159,0.0157276492691727
mobile,border-right,px,17767881,21803669,0.8149032623821247
mobile,border-right,<number>,3091627,21803669,0.1417938879919705
mobile,border-right,em,880481,21803669,0.040382240255069
desktop,letter-spacing,px,11992359,20663958,0.5803514989722686
desktop,letter-spacing,em,4608093,20663958,0.22300146951518193
desktop,letter-spacing,<number>,2884307,20663958,0.13958153612197624
desktop,letter-spacing,ch,584595,20663958,0.02829056272762459
desktop,letter-spacing,rem,505777,20663958,0.024476288618085654
mobile,transform-origin,%,7666661,17599353,0.43562175268602205
mobile,transform-origin,<number>,6783925,17599353,0.38546445428988213
mobile,transform-origin,px,2569189,17599353,0.14598201422518203
mobile,transform-origin,em,574169,17599353,0.03262443795519074
desktop,border-left,px,14039266,17024193,0.8246655803302981
desktop,border-left,<number>,2262775,17024193,0.13291525771588703
desktop,border-left,em,646665,17024193,0.03798506043722601
desktop,border-right,px,13094328,16128554,0.8118724096406906
desktop,border-right,<number>,2388711,16128554,0.148104473593851
desktop,border-right,em,599286,16128554,0.03715683377443508
desktop,transform-origin,%,5234647,11905237,0.43969280073970807
desktop,transform-origin,<number>,4577874,11905237,0.3845260703335851
desktop,transform-origin,px,1689403,11905237,0.14190418888762987
desktop,transform-origin,em,398779,11905237,0.03349609923767162
mobile,text-indent,<number>,5890165,9154735,0.6434009285905053
mobile,text-indent,px,2327571,9154735,0.2542477745123152
mobile,text-indent,%,464399,9154735,0.050727738159542575
mobile,text-indent,em,410199,9154735,0.044807304635251594
mobile,border-bottom-left-radius,px,5106725,8426935,0.6060002836143865
mobile,border-bottom-left-radius,<number>,2961522,8426935,0.3514352489962246
mobile,border-bottom-left-radius,em,217708,8426935,0.0258347785998112
mobile,border-bottom-left-radius,rem,106742,8426935,0.01266676436925169
mobile,flex-basis,%,5581591,8344200,0.6689186500802953
mobile,flex-basis,px,1509934,8344200,0.18095611322835023
mobile,flex-basis,<number>,996848,8344200,0.11946597636681767
mobile,flex-basis,vw,95891,8344200,0.011491934517389325
mobile,flex-basis,rem,92440,8344200,0.0110783538266101
mobile,border-bottom-right-radius,px,4999440,8266348,0.604794281586016
mobile,border-bottom-right-radius,<number>,2899397,8266348,0.35074702879675523
mobile,border-bottom-right-radius,em,218392,8266348,0.026419405522245133
mobile,border-bottom-right-radius,rem,117772,8266348,0.01424716210834579
mobile,border-top-left-radius,px,5046092,8203354,0.6151254718496849
mobile,border-top-left-radius,<number>,2780665,8203354,0.3389668420989756
mobile,border-top-left-radius,em,221868,8203354,0.027046010692699594
mobile,border-top-left-radius,rem,125203,8203354,0.015262415836254293
mobile,border-top-right-radius,px,5188478,8197560,0.6329295546479684
mobile,border-top-right-radius,<number>,2625736,8197560,0.32030701818589924
mobile,border-top-right-radius,em,221566,8197560,0.027028286465728826
mobile,border-top-right-radius,rem,125565,8197560,0.015317362727445728
mobile,border-spacing,<number>,6807449,7297652,0.9328272984242055
mobile,border-spacing,px,468041,7297652,0.06413583437522097
mobile,border-bottom-width,px,5150521,6871059,0.7495963868160643
mobile,border-bottom-width,<number>,1691199,6871059,0.24613367459077268
desktop,text-indent,<number>,4266666,6796943,0.6277330853002593
desktop,text-indent,px,1811562,6796943,0.2665259955836028
desktop,text-indent,%,349350,6796943,0.05139810647227731
desktop,text-indent,em,321420,6796943,0.04728890620386253
desktop,border-bottom-left-radius,px,3395615,5968174,0.5689537536941784
desktop,border-bottom-left-radius,<number>,2312396,5968174,0.38745452126563334
desktop,border-bottom-left-radius,em,155902,5968174,0.026122227669635636
desktop,border-bottom-left-radius,rem,79955,5968174,0.013396894929671957
desktop,border-top-right-radius,px,3650979,5935212,0.6151387684214145
desktop,border-top-right-radius,<number>,2004494,5935212,0.33772913250613457
desktop,border-top-right-radius,em,154871,5935212,0.026093591939091644
desktop,border-top-right-radius,rem,96766,5935212,0.016303714172299155
desktop,border-top-left-radius,px,3485543,5920814,0.5886932100890182
desktop,border-top-left-radius,<number>,2163056,5920814,0.36533084808946875
desktop,border-top-left-radius,em,155667,5920814,0.02629148627198895
desktop,border-top-left-radius,rem,96155,5920814,0.016240165625875092
desktop,border-bottom-right-radius,px,3300023,5846923,0.564403362247117
desktop,border-bottom-right-radius,<number>,2279079,5846923,0.38979117734233887
desktop,border-bottom-right-radius,em,156010,5846923,0.02668241056022116
desktop,border-bottom-right-radius,rem,89521,5846923,0.01531078825563463
desktop,flex-basis,%,3921061,5834189,0.6720833006952637
desktop,flex-basis,px,1073929,5834189,0.18407511309626753
desktop,flex-basis,<number>,686415,5834189,0.11765388471302524
desktop,flex-basis,rem,75875,5834189,0.013005235174931769
mobile,border-top-width,px,4265310,5538949,0.7700576408990225
mobile,border-top-width,<number>,1215368,5538949,0.2194221322492769
desktop,border-spacing,<number>,5111817,5529463,0.9244689764629946
desktop,border-spacing,px,398671,5529463,0.07209940639805348
mobile,border-left-width,px,3240794,5263379,0.6157249933930276
mobile,border-left-width,<number>,1955850,5263379,0.37159588925669235
desktop,border-bottom-width,px,3575772,4850807,0.7371499216522117
desktop,border-bottom-width,<number>,1250029,4850807,0.2576950598116973
mobile,clip-path,%,3552085,4843753,0.7333332232258747
mobile,clip-path,px,664485,4843753,0.13718391503447844
mobile,clip-path,<number>,611869,4843753,0.12632126369779798
mobile,*margin-left,%,4006610,4219445,0.9495585319870268
mobile,*margin-left,<number>,135909,4219445,0.032210160340992715
mobile,*margin-left,em,48962,4219445,0.011603895773022281
desktop,border-top-width,px,3038444,3991514,0.7612259408334783
desktop,border-top-width,<number>,909712,3991514,0.2279115142775398
mobile,border-right-width,<number>,2016338,3978196,0.5068473247673065
mobile,border-right-width,px,1923680,3978196,0.4835558630092635
desktop,border-left-width,px,2344888,3846351,0.6096396298725727
desktop,border-left-width,<number>,1454301,3846351,0.37809887865148034
mobile,vertical-align,em,3562010,3807864,0.9354351941140755
mobile,vertical-align,px,107364,3807864,0.028195334707331984
mobile,vertical-align,<number>,104917,3807864,0.02755271721889227
desktop,clip-path,%,2598700,3572531,0.7274114626297155
desktop,clip-path,<number>,507219,3572531,0.1419774943870326
desktop,clip-path,px,452910,3572531,0.12677566688714528
mobile,*width,%,3139921,3428414,0.9158523445534874
mobile,*width,px,173589,3428414,0.05063244987332335
mobile,*width,<number>,88444,3428414,0.02579735119504237
desktop,border-right-width,<number>,1498286,2894927,0.5175557103857886
desktop,border-right-width,px,1369131,2894927,0.4729414593183179
desktop,*margin-left,%,2551342,2742486,0.9303026524109876
desktop,*margin-left,<number>,103403,2742486,0.03770411225435608
desktop,*margin-left,px,51943,2742486,0.018940114917633127
desktop,*margin-left,em,35769,2742486,0.013042546069515031
desktop,vertical-align,em,2459581,2685680,0.9158131274016265
desktop,vertical-align,px,103612,2685680,0.038579428673557535
desktop,vertical-align,<number>,96833,2685680,0.03605530070596646
desktop,*width,%,2213798,2425035,0.9128932159742025
desktop,*width,px,117952,2425035,0.04863929798951355
desktop,*width,<number>,71352,2425035,0.029423080491621772
mobile,gap,em,679384,2088269,0.3253335657427276
mobile,gap,rem,650903,2088269,0.3116949971483559
mobile,gap,px,525131,2088269,0.2514671242066994
mobile,gap,<number>,210420,2088269,0.1007628806442082
mobile,perspective,px,1659463,1791881,0.926101119438177
mobile,perspective,<number>,88552,1791881,0.04941846026605561
mobile,perspective,em,36831,1791881,0.020554378332043256
mobile,margin-inline-end,<number>,817013,1791163,0.4561354829236647
mobile,margin-inline-end,em,740026,1791163,0.4131539117322097
mobile,margin-inline-end,px,218128,1791163,0.12178009483224028
mobile,stroke-width,<number>,982297,1743820,0.5633018316110607
mobile,stroke-width,px,748108,1743820,0.4290052872429494
mobile,margin-inline-start,<number>,809307,1683787,0.480646898924864
mobile,margin-inline-start,em,737926,1683787,0.4382537696276311
mobile,margin-inline-start,px,117787,1683787,0.0699536223999829
desktop,gap,rem,466204,1470429,0.3170530505043086
desktop,gap,em,452645,1470429,0.3078319320416015
desktop,gap,px,393499,1470429,0.2676082966263587
desktop,gap,<number>,141435,1470429,0.0961862150433649
mobile,column-count,<number>,1353682,1353752,0.9999482918584792
desktop,stroke-width,<number>,758610,1320414,0.5745243537254224
desktop,stroke-width,px,550537,1320414,0.41694271645105246
desktop,margin-inline-end,<number>,580605,1261912,0.4600994364107798
desktop,margin-inline-end,em,521444,1261912,0.413217403432252
desktop,margin-inline-end,px,146475,1261912,0.11607386251973197
desktop,margin-inline-end,rem,12809,1261912,0.010150470080322558
desktop,perspective,px,1134463,1229273,0.922873112807326
desktop,perspective,<number>,64078,1229273,0.052126744832108086
desktop,perspective,em,25269,1229273,0.02055605223575235
desktop,margin-inline-start,<number>,578461,1204589,0.4802144133808295
desktop,margin-inline-start,em,520505,1204589,0.43210173760510845
desktop,margin-inline-start,px,89121,1204589,0.07398457067099234
desktop,column-count,<number>,976417,976473,0.9999426507440554
mobile,outline-offset,px,710521,910303,0.7805324161295745
mobile,outline-offset,<number>,105453,910303,0.11584384540092695
mobile,outline-offset,rem,83759,910303,0.09201222010693143
mobile,outline-offset,em,10349,910303,0.011368742056216446
mobile,perspective-origin,%,686256,865924,0.7925129688055764
mobile,perspective-origin,px,173323,865924,0.2001595983019295
mobile,grid-gap,px,571695,851354,0.6715126727542244
mobile,grid-gap,rem,126259,851354,0.14830376083274407
mobile,grid-gap,<number>,80775,851354,0.09487827625171198
mobile,grid-gap,em,58362,851354,0.06855197720337251
mobile,mask-size,%,811704,823488,0.985690137561203
mobile,mask-size,px,9623,823488,0.01168565905028367
mobile,column-gap,px,503968,752362,0.6698477594562192
mobile,column-gap,<number>,84027,752362,0.11168426900880161
mobile,column-gap,rem,77824,752362,0.10343956765493206
mobile,column-gap,em,45083,752362,0.0599219524643722
mobile,column-gap,vw,29989,752362,0.03985980153170947
mobile,column-gap,%,10756,752362,0.014296309489314984
desktop,outline-offset,px,540289,682770,0.791319185084289
desktop,outline-offset,<number>,77908,682770,0.11410577500476002
desktop,outline-offset,rem,56003,682770,0.08202322890578086
desktop,outline-offset,em,8382,682770,0.012276462058965683
desktop,grid-gap,px,438359,660063,0.6641169100525253
desktop,grid-gap,rem,99356,660063,0.1505250256414918
desktop,grid-gap,<number>,63090,660063,0.09558178537503238
desktop,grid-gap,em,47282,660063,0.07163255628629388
mobile,outline-width,px,360257,617799,0.583129788167349
mobile,outline-width,<number>,253900,617799,0.4109750906039019
desktop,perspective-origin,%,484636,603135,0.8035282316562627
desktop,perspective-origin,px,113792,603135,0.18866754540857353
mobile,grid-column-gap,px,431405,553943,0.778789514444627
mobile,grid-column-gap,rem,46672,553943,0.08425415611353515
mobile,grid-column-gap,<number>,34868,553943,0.0629451044602062
mobile,grid-column-gap,em,21379,553943,0.038594223593402206
mobile,grid-column-gap,%,17399,553943,0.031409368833977505
desktop,column-gap,px,396961,551859,0.7193159846989902
desktop,column-gap,rem,61899,551859,0.11216452028507282
desktop,column-gap,em,37670,551859,0.06826018964989246
desktop,column-gap,<number>,25844,551859,0.04683080279564164
desktop,column-gap,vw,20226,551859,0.036650666202780055
desktop,column-gap,%,8783,551859,0.015915297204539564
mobile,object-position,%,397066,501760,0.7913464604591837
mobile,object-position,px,78828,501760,0.1571029974489796
mobile,object-position,<number>,24675,501760,0.04917689732142857
mobile,border-image-source,<number>,170424,493368,0.3454297806100112
mobile,border-image-source,E,119412,493368,0.24203434353261663
mobile,border-image-source,%,66421,493368,0.1346277018371682
mobile,border-image-source,C,59707,493368,0.12101919865090562
mobile,border-image-source,Csvg,12135,493368,0.024596244588218127
mobile,border-image-source,Cg,11830,493368,0.023978044786042062
mobile,border-image-source,Cuse,11795,493368,0.02390710382513661
mobile,border-image-source,fff,11637,493368,0.02358685605876344
mobile,border-image-source,c,5249,493368,0.010639117251220185
desktop,outline-width,px,268654,462133,0.581334810541554
desktop,outline-width,<number>,188050,462133,0.40691748912109715
mobile,grid-row-gap,px,358673,436036,0.822576576245998
mobile,grid-row-gap,<number>,39197,436036,0.08989395371024411
mobile,grid-row-gap,rem,22699,436036,0.05205762826922548
mobile,grid-row-gap,em,9363,436036,0.021472997642396498
mobile,grid-row-gap,vw,5229,436036,0.011992129090258603
desktop,grid-column-gap,px,325057,423025,0.7684108504225519
desktop,grid-column-gap,rem,36496,423025,0.08627386088292655
desktop,grid-column-gap,<number>,27343,423025,0.0646368417942202
desktop,grid-column-gap,em,18017,423025,0.04259086342414751
desktop,grid-column-gap,%,14103,423025,0.03333845517404409
desktop,mask-size,%,408585,417419,0.9788366126122673
desktop,mask-size,px,6955,417419,0.016661915245832125
mobile,margin-block-end,<number>,336669,399763,0.842171486605814
mobile,margin-block-end,em,48630,399763,0.12164707589246629
